date,source,sessions,goal13completions,goal17completions
2020-04-26,search engine,1,0,0
2020-04-26,search engine,1,0,0
2020-04-26,search engine,1,0,0
2020-04-26,search engine,1,0,0
2020-04-26,search engine,1,0,0
2020-04-26,search engine,1,0,0
2020-04-26,search engine,1,1,0
2020-04-26,site referral,1,0,0
2020-04-26,social network,1,0,0
2020-04-26,social network,1,0,0
2020-04-26,social network,1,0,0
2020-04-26,social network,1,0,0
2020-04-26,social network,1,0,0
2020-04-26,social network,3,0,0
2020-04-26,social network,2,0,0
2020-04-26,social network,18,0,0
2020-04-26,social network,1,0,0
2020-04-26,social network,1,0,0
2020-04-26,social network,1,0,0
2020-04-26,social network,1,0,0
2020-04-26,social network,1,0,0
2020-04-26,social network,1,0,0
2020-04-26,social network,3,0,0
2020-04-26,social network,1,0,0
2020-04-26,social network,4,0,0
2020-04-26,social network,1,0,0
2020-04-26,social network,1,0,0
2020-04-26,social network,1,0,0
2020-04-26,social network,1,0,0
2020-04-26,social network,1,0,0
2020-04-26,social network,6,0,0
2020-04-26,social network,1,0,0
2020-04-26,social network,2,0,0
2020-04-26,social network,1,0,0
2020-04-26,social network,1,0,0
2020-04-26,social network,1,0,0
2020-04-26,social network,1,0,0
2020-04-26,social network,1,0,0
2020-04-26,social network,1,0,0
2020-04-26,social network,2,0,0
2020-04-26,social network,1,0,0
2020-04-26,social network,1,0,0
2020-04-26,social network,14,0,0
2020-04-26,social network,1,0,0
2020-04-26,social network,2,0,0
2020-04-26,site referral,2,0,0
2020-04-26,social network,3,0,0
2020-04-26,email,1,0,0
2020-04-27,direct,1,0,0
2020-04-27,direct,3,0,0
2020-04-27,direct,1,0,0
2020-04-27,direct,4,0,0
2020-04-27,direct,1,0,0
2020-04-27,direct,1,0,0
2020-04-27,direct,1,0,0
2020-04-27,direct,1,0,0
2020-04-27,direct,5,0,0
2020-04-27,direct,1,0,0
2020-04-27,direct,1,0,0
2020-04-27,direct,1,0,0
2020-04-27,direct,1,0,0
2020-04-27,direct,4,0,0
2020-04-27,direct,4,0,0
2020-04-27,direct,2,0,0
2020-04-27,direct,1,0,0
2020-04-27,direct,1,0,0
2020-04-27,direct,1,0,0
2020-04-27,direct,30,0,0
2020-04-27,direct,11,0,1
2020-04-27,direct,1,0,0
2020-04-27,direct,1,0,0
2020-04-27,direct,1,0,0
2020-04-27,direct,1,0,0
2020-04-27,direct,3,0,0
2020-04-27,direct,1,0,0
2020-04-27,direct,2,0,0
2020-04-27,direct,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,18,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,email,1,0,0
2020-04-27,email,1,0,0
2020-04-27,email,1,0,0
2020-04-27,site referral,1,0,0
2020-04-27,search engine,2,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,8,0,0
2020-04-27,social network,1,0,0
2020-04-27,social network,1,0,0
2020-04-27,social network,1,0,0
2020-04-27,other,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,2,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,2,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,2,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,7,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,14,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,2,0,0
2020-04-27,search engine,2,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,2,0,0
2020-04-27,search engine,2,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,3,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,3,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,2,0,0
2020-04-27,search engine,5,0,0
2020-04-27,search engine,7,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,4,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,2,0,0
2020-04-27,search engine,12,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,site referral,1,0,0
2020-04-27,social network,1,0,0
2020-04-27,social network,2,0,0
2020-04-27,social network,2,0,0
2020-04-27,social network,1,0,0
2020-04-27,social network,1,0,0
2020-04-27,social network,1,0,0
2020-04-27,social network,1,0,0
2020-04-27,social network,2,0,0
2020-04-27,social network,1,0,0
2020-04-27,social network,1,0,0
2020-04-27,social network,1,0,0
2020-04-27,social network,1,0,0
2020-04-27,social network,2,0,0
2020-04-27,social network,1,0,0
2020-04-27,social network,1,0,0
2020-04-27,social network,2,0,0
2020-04-27,social network,1,0,0
2020-04-27,social network,21,0,0
2020-04-27,social network,1,0,0
2020-04-27,social network,1,0,0
2020-04-27,social network,1,0,0
2020-04-27,social network,1,0,0
2020-04-27,social network,1,1,0
2020-04-27,social network,1,0,0
2020-04-27,social network,6,0,0
2020-04-27,social network,1,0,0
2020-04-27,social network,1,0,0
2020-04-27,social network,1,0,0
2020-04-27,social network,1,0,0
2020-04-27,social network,1,0,0
2020-04-27,search engine,1,0,0
2020-04-27,site referral,1,0,0
2020-04-27,social network,5,0,0
2020-04-27,social network,1,0,0
2020-04-27,social network,2,0,0
2020-04-27,email,1,0,0
2020-04-27,search engine,1,0,0
2020-04-28,direct,1,0,0
2020-04-28,direct,2,0,0
2020-04-28,direct,1,0,0
2020-04-28,direct,7,0,0
2020-04-28,direct,1,0,0
2020-04-28,direct,2,0,0
2020-04-28,direct,1,0,0
2020-04-28,direct,2,0,0
2020-04-28,direct,1,0,0
2020-04-28,direct,1,0,0
2020-04-28,direct,1,0,0
2020-04-28,direct,1,0,0
2020-04-28,direct,1,0,0
2020-04-28,direct,1,0,0
2020-04-28,direct,1,0,0
2020-04-28,direct,1,0,0
2020-04-28,direct,1,0,0
2020-04-28,direct,1,1,0
2020-04-28,direct,1,0,0
2020-04-28,direct,4,0,0
2020-04-28,direct,2,0,0
2020-04-28,direct,1,0,0
2020-04-28,direct,2,0,0
2020-04-28,direct,3,0,0
2020-04-28,direct,1,0,0
2020-04-28,direct,1,0,0
2020-04-28,direct,1,0,0
2020-04-28,direct,1,0,0
2020-04-28,direct,1,0,0
2020-04-28,direct,1,0,0
2020-04-28,direct,15,0,0
2020-04-28,direct,2,0,0
2020-04-28,direct,2,0,0
2020-04-28,direct,1,0,0
2020-04-28,direct,1,0,0
2020-04-28,direct,1,0,0
2020-04-28,site referral,1,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,1,0,0
2020-04-28,email,3,0,0
2020-04-28,other,1,0,0
2020-04-28,site referral,1,0,0
2020-04-28,site referral,1,0,0
2020-04-28,search engine,2,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,1,0,0
2020-04-28,social network,1,0,0
2020-04-28,social network,1,0,0
2020-04-28,social network,2,0,0
2020-04-28,site referral,1,0,0
2020-04-28,site referral,1,0,0
2020-04-28,other,1,0,0
2020-04-28,other,1,0,0
2020-04-28,other,1,0,0
2020-04-28,other,1,0,0
2020-04-28,other,1,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,3,0,0
2020-04-28,search engine,2,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,2,0,0
2020-04-28,search engine,2,0,0
2020-04-28,search engine,2,0,0
2020-04-28,search engine,2,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,15,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,4,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,3,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,3,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,2,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,2,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,2,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,2,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,9,0,0
2020-04-28,search engine,5,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,3,0,0
2020-04-28,search engine,2,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,2,0,0
2020-04-28,search engine,5,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,1,0,0
2020-04-28,site referral,1,0,0
2020-04-28,site referral,1,0,0
2020-04-28,site referral,10,0,0
2020-04-28,site referral,2,0,0
2020-04-28,site referral,3,0,0
2020-04-28,site referral,1,0,0
2020-04-28,social network,1,0,0
2020-04-28,social network,2,0,0
2020-04-28,social network,4,0,0
2020-04-28,social network,1,0,0
2020-04-28,social network,1,0,0
2020-04-28,social network,5,0,0
2020-04-28,social network,1,0,0
2020-04-28,social network,1,0,0
2020-04-28,social network,1,0,0
2020-04-28,social network,1,0,0
2020-04-28,social network,1,0,0
2020-04-28,social network,3,0,0
2020-04-28,social network,2,0,0
2020-04-28,social network,1,0,0
2020-04-28,social network,1,0,0
2020-04-28,social network,2,0,0
2020-04-28,social network,1,0,0
2020-04-28,social network,1,0,0
2020-04-28,social network,2,0,0
2020-04-28,social network,1,0,0
2020-04-28,social network,8,0,0
2020-04-28,social network,2,0,0
2020-04-28,social network,10,0,0
2020-04-28,social network,1,0,0
2020-04-28,social network,1,0,0
2020-04-28,social network,1,0,0
2020-04-28,social network,1,0,0
2020-04-28,social network,4,0,0
2020-04-28,social network,1,0,0
2020-04-28,social network,1,0,0
2020-04-28,social network,1,0,0
2020-04-28,social network,1,0,0
2020-04-28,social network,1,0,0
2020-04-28,social network,1,0,0
2020-04-28,social network,1,0,0
2020-04-28,search engine,2,0,0
2020-04-28,social network,1,0,0
2020-04-28,social network,1,0,0
2020-04-28,social network,1,0,0
2020-04-28,social network,1,0,0
2020-04-28,social network,1,0,0
2020-04-28,social network,1,0,0
2020-04-28,social network,1,0,0
2020-04-28,social network,1,0,0
2020-04-28,social network,1,0,0
2020-04-28,social network,1,0,0
2020-04-28,site referral,1,0,0
2020-04-28,search engine,1,0,0
2020-04-28,search engine,1,0,0
2020-04-29,direct,2,0,0
2020-04-29,direct,1,0,0
2020-04-29,direct,6,0,0
2020-04-29,direct,1,0,0
2020-04-29,direct,4,0,0
2020-04-29,direct,1,0,0
2020-04-29,direct,7,0,0
2020-04-29,direct,1,0,0
2020-04-29,direct,1,0,0
2020-04-29,direct,1,0,0
2020-04-29,direct,1,0,0
2020-04-29,direct,1,0,0
2020-04-29,direct,1,0,0
2020-04-29,direct,1,0,0
2020-04-29,direct,1,0,0
2020-04-29,direct,3,0,0
2020-04-29,direct,5,0,0
2020-04-29,direct,1,0,0
2020-04-29,direct,1,0,0
2020-04-29,direct,1,0,0
2020-04-29,direct,1,0,0
2020-04-29,direct,2,0,0
2020-04-29,direct,2,0,0
2020-04-29,direct,5,0,0
2020-04-29,direct,2,0,0
2020-04-29,direct,1,0,0
2020-04-29,direct,1,0,0
2020-04-29,direct,1,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,2,0,0
2020-04-29,email,1,0,0
2020-04-29,email,1,0,0
2020-04-29,email,2,0,0
2020-04-29,email,1,0,0
2020-04-29,email,1,0,0
2020-04-29,email,1,0,0
2020-04-29,other,1,0,0
2020-04-29,site referral,2,0,0
2020-04-29,search engine,2,0,0
2020-04-29,search engine,1,0,0
2020-04-29,other,1,0,0
2020-04-29,other,1,0,0
2020-04-29,other,1,0,0
2020-04-29,other,2,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,8,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,2,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,2,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,21,0,0
2020-04-29,search engine,3,0,0
2020-04-29,search engine,5,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,3,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,2,0,0
2020-04-29,search engine,5,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,1,1,1
2020-04-29,search engine,1,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,5,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,10,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,15,0,0
2020-04-29,search engine,2,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,3,0,0
2020-04-29,search engine,2,0,0
2020-04-29,search engine,7,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,2,0,0
2020-04-29,search engine,2,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,2,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,2,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,3,0,0
2020-04-29,search engine,2,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,3,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,3,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,3,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,2,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,1,0,0
2020-04-29,site referral,1,0,0
2020-04-29,site referral,1,0,0
2020-04-29,site referral,1,0,0
2020-04-29,social network,10,0,0
2020-04-29,social network,7,0,0
2020-04-29,social network,1,0,0
2020-04-29,social network,1,0,0
2020-04-29,social network,4,0,0
2020-04-29,social network,1,0,0
2020-04-29,social network,2,0,0
2020-04-29,social network,4,0,0
2020-04-29,social network,5,0,0
2020-04-29,social network,1,0,0
2020-04-29,social network,1,0,0
2020-04-29,social network,1,0,0
2020-04-29,social network,1,0,0
2020-04-29,social network,1,0,0
2020-04-29,social network,1,0,0
2020-04-29,social network,1,0,0
2020-04-29,social network,1,0,0
2020-04-29,social network,1,0,0
2020-04-29,social network,1,0,0
2020-04-29,social network,1,0,0
2020-04-29,social network,1,0,0
2020-04-29,social network,1,0,0
2020-04-29,social network,1,0,0
2020-04-29,social network,1,0,0
2020-04-29,social network,1,0,0
2020-04-29,social network,1,0,0
2020-04-29,social network,1,0,0
2020-04-29,social network,1,0,0
2020-04-29,social network,1,0,0
2020-04-29,social network,1,0,0
2020-04-29,social network,1,0,0
2020-04-29,social network,2,0,0
2020-04-29,social network,1,0,0
2020-04-29,social network,1,0,0
2020-04-29,social network,2,0,0
2020-04-29,social network,1,0,0
2020-04-29,social network,1,0,0
2020-04-29,social network,1,0,0
2020-04-29,social network,1,0,0
2020-04-29,site referral,2,0,0
2020-04-29,site referral,2,0,0
2020-04-29,social network,1,0,0
2020-04-29,social network,1,0,0
2020-04-29,social network,1,0,0
2020-04-29,social network,1,0,0
2020-04-29,social network,1,0,0
2020-04-29,social network,1,0,0
2020-04-29,social network,3,0,0
2020-04-29,social network,1,0,0
2020-04-29,search engine,1,0,0
2020-04-29,search engine,1,0,0
2020-04-29,site referral,1,0,0
2020-04-29,site referral,2,0,0
2020-04-30,direct,2,0,0
2020-04-30,direct,1,0,0
2020-04-30,direct,1,0,0
2020-04-30,direct,1,0,0
2020-04-30,direct,2,0,0
2020-04-30,direct,2,0,0
2020-04-30,direct,1,0,0
2020-04-30,direct,1,0,0
2020-04-30,direct,1,0,0
2020-04-30,direct,4,0,0
2020-04-30,direct,1,0,0
2020-04-30,direct,2,0,0
2020-04-30,direct,1,0,0
2020-04-30,direct,2,0,0
2020-04-30,direct,1,0,0
2020-04-30,direct,1,0,0
2020-04-30,direct,1,0,0
2020-04-30,direct,5,0,0
2020-04-30,direct,3,0,0
2020-04-30,direct,1,0,0
2020-04-30,direct,1,0,0
2020-04-30,direct,3,0,0
2020-04-30,direct,1,0,0
2020-04-30,direct,1,0,0
2020-04-30,direct,1,0,0
2020-04-30,direct,1,0,0
2020-04-30,direct,1,0,0
2020-04-30,direct,5,0,0
2020-04-30,search engine,8,0,0
2020-04-30,search engine,1,0,0
2020-04-30,email,1,0,0
2020-04-30,email,1,0,0
2020-04-30,site referral,1,0,0
2020-04-30,search engine,4,0,0
2020-04-30,search engine,1,0,0
2020-04-30,social network,1,0,0
2020-04-30,other,1,0,0
2020-04-30,other,4,0,0
2020-04-30,other,1,0,0
2020-04-30,other,4,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,4,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,9,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,4,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,3,2,0
2020-04-30,search engine,2,0,0
2020-04-30,search engine,4,0,0
2020-04-30,search engine,2,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,2,0,0
2020-04-30,search engine,4,0,0
2020-04-30,search engine,10,0,0
2020-04-30,search engine,2,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,2,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,4,1,1
2020-04-30,search engine,2,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,2,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,1,1,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,2,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,2,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,2,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,4,0,0
2020-04-30,search engine,2,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,5,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,4,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,5,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,3,0,0
2020-04-30,search engine,2,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,3,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,3,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,1,0,1
2020-04-30,search engine,2,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,1,0,0
2020-04-30,search engine,1,0,0
2020-04-30,site referral,20,0,0
2020-04-30,site referral,2,0,0
2020-04-30,social network,8,0,0
2020-04-30,social network,1,0,0
2020-04-30,social network,1,0,0
2020-04-30,social network,1,0,0
2020-04-30,social network,1,0,0
2020-04-30,social network,2,0,0
2020-04-30,social network,1,0,0
2020-04-30,social network,1,0,0
2020-04-30,social network,1,0,0
2020-04-30,social network,1,0,0
2020-04-30,social network,1,0,0
2020-04-30,social network,1,0,0
2020-04-30,social network,1,0,0
2020-04-30,social network,1,0,0
2020-04-30,social network,3,0,0
2020-04-30,social network,1,0,0
2020-04-30,social network,1,0,0
2020-04-30,social network,2,0,0
2020-04-30,social network,1,0,0
2020-04-30,social network,1,0,0
2020-04-30,social network,3,0,0
2020-04-30,social network,1,0,0
2020-04-30,social network,2,0,0
2020-04-30,social network,1,0,0
2020-04-30,social network,1,0,0
2020-04-30,social network,18,0,0
2020-04-30,social network,1,0,0
2020-04-30,social network,1,0,0
2020-04-30,search engine,12,0,0
2020-04-30,site referral,1,0,0
2020-04-30,social network,1,0,0
2020-04-30,social network,1,0,0
2020-04-30,social network,1,0,0
2020-04-30,social network,1,0,0
2020-04-30,social network,1,0,0
2020-04-30,social network,9,0,0
2020-04-30,site referral,1,0,0
2020-04-30,site referral,1,0,0
2020-04-30,site referral,1,0,0
2020-05-01,direct,1,0,0
2020-05-01,direct,1,0,0
2020-05-01,direct,2,0,0
2020-05-01,direct,1,0,0
2020-05-01,direct,7,0,0
2020-05-01,direct,1,0,0
2020-05-01,direct,3,0,0
2020-05-01,direct,1,0,0
2020-05-01,direct,1,0,0
2020-05-01,direct,1,0,0
2020-05-01,direct,1,0,0
2020-05-01,direct,1,0,0
2020-05-01,direct,1,0,0
2020-05-01,direct,1,0,0
2020-05-01,direct,1,0,0
2020-05-01,direct,1,0,0
2020-05-01,direct,1,0,0
2020-05-01,direct,1,0,0
2020-05-01,direct,1,0,0
2020-05-01,direct,1,0,0
2020-05-01,direct,1,0,0
2020-05-01,direct,1,0,0
2020-05-01,direct,1,0,0
2020-05-01,direct,1,0,0
2020-05-01,direct,1,0,0
2020-05-01,direct,1,0,0
2020-05-01,direct,2,0,0
2020-05-01,direct,1,0,0
2020-05-01,direct,1,0,0
2020-05-01,direct,1,0,0
2020-05-01,direct,4,0,0
2020-05-01,direct,1,0,0
2020-05-01,direct,1,0,0
2020-05-01,direct,1,0,0
2020-05-01,search engine,1,0,0
2020-05-01,search engine,1,0,0
2020-05-01,search engine,1,0,0
2020-05-01,search engine,1,0,0
2020-05-01,email,1,0,0
2020-05-01,email,1,0,0
2020-05-01,email,1,0,0
2020-05-01,other,1,0,0
2020-05-01,other,17,0,0
2020-05-01,search engine,1,0,0
2020-05-01,search engine,2,0,0
2020-05-01,search engine,2,0,0
2020-05-01,search engine,1,0,0
2020-05-01,search engine,1,0,0
2020-05-01,search engine,3,0,0
2020-05-01,search engine,5,0,0
2020-05-01,search engine,1,0,0
2020-05-01,search engine,1,0,0
2020-05-01,search engine,1,0,0
2020-05-01,search engine,2,0,0
2020-05-01,search engine,1,1,0
2020-05-01,search engine,20,0,1
2020-05-01,search engine,1,0,0
2020-05-01,search engine,1,0,0
2020-05-01,search engine,1,0,0
2020-05-01,search engine,1,0,0
2020-05-01,search engine,1,0,0
2020-05-01,search engine,5,0,0
2020-05-01,search engine,1,0,0
2020-05-01,search engine,1,0,0
2020-05-01,search engine,1,0,0
2020-05-01,search engine,1,0,0
2020-05-01,search engine,4,0,0
2020-05-01,search engine,1,0,0
2020-05-01,search engine,2,0,0
2020-05-01,search engine,1,0,0
2020-05-01,search engine,2,0,0
2020-05-01,search engine,1,0,0
2020-05-01,search engine,32,0,0
2020-05-01,search engine,2,0,0
2020-05-01,search engine,7,0,0
2020-05-01,search engine,1,0,0
2020-05-01,search engine,3,0,0
2020-05-01,search engine,1,0,0
2020-05-01,search engine,1,0,0
2020-05-01,search engine,2,0,0
2020-05-01,search engine,1,0,0
2020-05-01,search engine,2,0,1
2020-05-01,search engine,1,0,0
